0.011679,0.002427,20.79167,104.683135
0.011679,0.024405,20.684861,104.422306
0.011679,0.058861,20.781001,105.193309
0.011679,0.065451,20.565623,100.230522
0.011679,0.071387,20.565623,100.230522
0.011679,0.169027,20.490219,98.080027
0.011679,0.215768,20.430342,100.30483
0.011679,0.215929,20.430342,100.30483
0.011679,0.22286,20.430342,100.30483
0.011679,0.235129,20.474782,99.853271
0.011679,0.284526,20.403481,101.12863
0.011679,0.295414,20.085686,97.462307
0.011679,0.303534,20.085686,97.462307
0.011679,0.309028,20.047248,97.462307
0.011679,0.310252,20.047248,97.462307
0.011679,0.318499,20.034078,96.501181
0.011679,0.333416,20.034078,95.893979
0.011679,0.384478,19.825042,89.314497
0.011679,0.398006,19.649355,85.92943
0.011679,0.43288,19.346852,85.388775
0.011679,0.459784,19.2956,86.564257
0.011679,0.466718,19.227114,86.207837
0.011679,0.480089,18.899272,84.003071
0.011679,0.487676,18.894171,82.014334
0.011679,0.489126,18.894171,82.014334
0.011679,0.527775,18.837086,81.926194
0.011679,0.557884,18.715563,75.732492
0.011679,0.560523,18.715563,75.732492
0.011679,0.599169,18.715116,74.254105
0.011679,0.599989,18.715116,74.254105
0.011679,0.620111,18.081479,71.773954
0.011679,0.629354,17.781993,69.807495
0.011679,0.63044,17.781993,69.807495
0.011679,0.666191,17.279072,65.661461
0.011679,0.670173,17.279072,65.661461
0.011679,0.686612,16.979547,62.968172
0.011679,0.694343,16.979547,62.968172
0.011679,0.74889,15.949337,50.602096
0.011679,0.764372,15.583627,49.158339
0.011679,0.771844,15.444898,46.864418
0.011679,0.772291,15.444898,46.864418
0.011679,0.789866,15.335204,47.606567
0.011679,0.821034,14.350486,43.732611
0.011679,0.834116,14.383078,41.867512
0.011679,0.837117,13.675341,38.300802
0.011679,0.838541,13.675341,38.300802
0.011679,0.924013,10.47833,17.657953
0.011679,0.927652,10.079164,16.160085
0.011679,0.942036,9.530246,13.261155
0.011679,0.991184,5.225638,2.791413
0.015237,0.002427,21.248093,107.546266
0.015237,0.024405,21.129447,107.278303
0.015237,0.058861,21.193965,108.070393
0.015237,0.065451,20.965068,102.971872
0.015237,0.071387,20.965068,102.971872
0.015237,0.169027,20.939562,100.905928
0.015237,0.215768,20.878372,103.746967
0.015237,0.215929,20.878372,103.746967
0.015237,0.22286,20.878372,103.746967
0.015237,0.235129,20.923786,103.279912
0.015237,0.284526,20.850922,103.017374
0.015237,0.295414,20.526158,99.728935
0.015237,0.303534,20.526158,99.728935
0.015237,0.309028,20.486877,99.728935
0.015237,0.310252,20.486877,99.728935
0.015237,0.318499,20.473418,99.254978
0.015237,0.333416,20.473418,98.630448
0.015237,0.384478,20.296011,93.657853
0.015237,0.398006,20.116149,90.744275
0.015237,0.43288,19.93738,90.173325
0.015237,0.459784,19.884563,90.246796
0.015237,0.466718,19.813986,89.875213
0.015237,0.480089,19.550579,87.797155
0.015237,0.487676,19.545303,85.718594
0.015237,0.489126,19.545303,85.718594
0.015237,0.527775,19.45064,85.266268
0.015237,0.557884,19.230397,78.820052
0.015237,0.560523,19.230397,78.820052
0.015237,0.599169,19.177096,76.840393
0.015237,0.599989,19.177096,76.840393
0.015237,0.620111,18.508945,74.055535
0.015237,0.629354,18.188285,72.026565
0.015237,0.63044,18.188285,72.026565
0.015237,0.666191,17.641969,67.748735
0.015237,0.670173,17.641969,67.748735
0.015237,0.686612,17.226488,64.663008
0.015237,0.694343,17.226488,64.663008
0.015237,0.74889,16.181296,51.714319
0.015237,0.764372,15.810267,50.393724
0.015237,0.771844,15.669521,48.042155
0.015237,0.772291,15.669521,48.042155
0.015237,0.789866,15.58543,49.155095
0.015237,0.821034,14.584644,45.440128
0.015237,0.834116,14.617768,43.502208
0.015237,0.837117,13.929949,39.796238
0.015237,0.838541,13.929949,39.796238
0.015237,0.924013,10.68383,19.052128
0.015237,0.927652,10.276835,17.435997
0.015237,0.942036,9.717152,14.208593
0.015237,0.991184,5.333374,2.99295
0.029691,0.002427,22.020932,117.946899
0.029691,0.024405,21.897971,117.653022
0.029691,0.058861,21.944672,118.521714
0.029691,0.065451,21.707667,112.732899
0.029691,0.071387,21.707667,112.732899
0.029691,0.169027,21.66321,110.48736
0.029691,0.215768,21.506215,111.813691
0.029691,0.215929,21.506215,111.813691
0.029691,0.22286,21.506215,111.813691
0.029691,0.235129,21.552996,111.31032
0.029691,0.284526,21.47794,109.533316
0.029691,0.295414,21.180476,106.547383
0.029691,0.303534,21.180476,106.547383
0.029691,0.309028,21.139943,106.180396
0.029691,0.310252,21.139943,106.180396
0.029691,0.318499,21.126055,105.675779
0.029691,0.333416,21.126055,105.010849
0.029691,0.384478,20.909811,99.716577
0.029691,0.398006,20.72451,97.667037
0.029691,0.43288,20.540334,97.052531
0.029691,0.459784,20.48592,97.131606
0.029691,0.466718,20.413209,96.731676
0.029691,0.480089,20.141836,94.495085
0.029691,0.487676,20.1364,92.257954
0.029691,0.489126,20.1364,92.257954
0.029691,0.527775,19.944917,90.820113
0.029691,0.557884,19.719078,83.954022
0.029691,0.560523,19.719078,83.954022
0.029691,0.599169,19.577045,80.541284
0.029691,0.599989,19.577045,80.541284
0.029691,0.620111,18.894959,77.459148
0.029691,0.629354,18.543694,75.174554
0.029691,0.63044,18.543694,75.174554
0.029691,0.666191,17.986703,70.762009
0.029691,0.670173,17.986703,70.762009
0.029691,0.686612,17.563104,67.260566
0.029691,0.694343,17.563104,67.260566
0.029691,0.74889,16.535338,54.621625
0.029691,0.764372,16.156191,53.226788
0.029691,0.771844,16.012366,50.314844
0.029691,0.772291,16.012366,50.314844
0.029691,0.789866,15.926435,51.198766
0.029691,0.821034,14.903752,47.329347
0.029691,0.834116,14.905747,45.310855
0.029691,0.837117,14.186167,41.450806
0.029691,0.838541,14.186167,41.450806
0.029691,0.924013,11.195973,23.596245
0.029691,0.927652,10.814571,22.363065
0.029691,0.942036,10.405359,18.437328
0.029691,0.991184,5.769995,3.833735
0.032864,0.002427,22.020932,117.946899
0.032864,0.024405,21.897971,117.653022
0.032864,0.058861,21.944672,118.521714
0.032864,0.065451,21.707667,112.732899
0.032864,0.071387,21.707667,112.732899
0.032864,0.169027,21.66321,110.48736
0.032864,0.215768,21.506215,111.813691
0.032864,0.215929,21.506215,111.813691
0.032864,0.22286,21.506215,111.813691
0.032864,0.235129,21.552996,111.31032
0.032864,0.284526,21.47794,109.533316
0.032864,0.295414,21.180476,106.547383
0.032864,0.303534,21.180476,106.547383
0.032864,0.309028,21.139943,106.180396
0.032864,0.310252,21.139943,106.180396
0.032864,0.318499,21.126055,105.675779
0.032864,0.333416,21.126055,105.010849
0.032864,0.384478,20.909811,99.716577
0.032864,0.398006,20.72451,97.667037
0.032864,0.43288,20.540334,97.052531
0.032864,0.459784,20.48592,97.131606
0.032864,0.466718,20.413209,96.731676
0.032864,0.480089,20.141836,94.495085
0.032864,0.487676,20.1364,92.257954
0.032864,0.489126,20.1364,92.257954
0.032864,0.527775,19.944917,90.820113
0.032864,0.557884,19.719078,83.954022
0.032864,0.560523,19.719078,83.954022
0.032864,0.599169,19.577045,80.541284
0.032864,0.599989,19.577045,80.541284
0.032864,0.620111,18.894959,77.459148
0.032864,0.629354,18.543694,75.174554
0.032864,0.63044,18.543694,75.174554
0.032864,0.666191,17.986703,70.762009
0.032864,0.670173,17.986703,70.762009
0.032864,0.686612,17.563104,67.260566
0.032864,0.694343,17.563104,67.260566
0.032864,0.74889,16.535338,54.621625
0.032864,0.764372,16.156191,53.226788
0.032864,0.771844,16.012366,50.314844
0.032864,0.772291,16.012366,50.314844
0.032864,0.789866,15.926435,51.198766
0.032864,0.821034,14.903752,47.329347
0.032864,0.834116,14.905747,45.310855
0.032864,0.837117,14.186167,41.450806
0.032864,0.838541,14.186167,41.450806
0.032864,0.924013,11.195973,23.596245
0.032864,0.927652,10.814571,22.363065
0.032864,0.942036,10.405359,18.437328
0.032864,0.991184,5.769995,3.833735
0.042596,0.002427,22.900333,125.327251
0.042596,0.024405,22.758835,125.014985
0.042596,0.058861,22.807372,125.835532
0.042596,0.065451,22.613702,120.442184
0.042596,0.071387,22.613702,120.442184
0.042596,0.169027,22.479389,117.897305
0.042596,0.215768,22.31648,120.046717
0.042596,0.215929,22.31648,120.046717
0.042596,0.22286,22.31648,120.046717
0.042596,0.235129,22.326215,119.506282
0.042596,0.284526,22.248467,117.339497
0.042596,0.295414,21.940331,114.121028
0.042596,0.303534,21.940331,114.121028
0.042596,0.309028,21.898344,113.727954
0.042596,0.310252,21.898344,113.727954
0.042596,0.318499,21.883958,113.187468
0.042596,0.333416,21.883958,111.967414
0.042596,0.384478,21.447853,107.165026
0.042596,0.398006,21.279453,104.962394
0.042596,0.43288,21.090345,103.361778
0.042596,0.459784,21.034474,103.445994
0.042596,0.466718,20.959816,103.020065
0.042596,0.480089,20.681176,100.638076
0.042596,0.487676,20.675595,98.255512
0.042596,0.489126,20.675595,98.255512
0.042596,0.527775,20.454133,96.523436
0.042596,0.557884,20.222528,89.446447
0.042596,0.560523,20.222528,89.446447
0.042596,0.599169,20.076868,85.810442
0.042596,0.599989,20.076868,85.810442
0.042596,0.620111,19.377368,82.526668
0.042596,0.629354,19.017135,80.09261
0.042596,0.63044,19.017135,80.09261
0.042596,0.666191,18.41981,75.798914
0.042596,0.670173,18.41981,75.798914
0.042596,0.686612,18.206208,71.816025
0.042596,0.694343,18.206208,71.816025
0.042596,0.74889,17.120593,58.796592
0.042596,0.764372,16.728026,57.295142
0.042596,0.771844,16.57911,53.99216
0.042596,0.772291,16.57911,53.99216
0.042596,0.789866,16.532275,54.514059
0.042596,0.821034,15.445935,50.73375
0.042596,0.834116,15.448003,48.570068
0.042596,0.837117,14.702245,44.432365
0.042596,0.838541,14.702245,44.432365
0.042596,0.924013,11.620075,25.29358
0.042596,0.927652,11.224225,23.835195
0.042596,0.942036,10.724365,19.360451
0.042596,0.991184,6.072535,4.001491
0.076345,0.002427,27.006755,162.619922
0.076345,0.024405,26.839885,162.898892
0.076345,0.058861,26.874763,164.314879
0.076345,0.065451,26.736359,159.487444
0.076345,0.071387,26.736359,159.487444
0.076345,0.169027,26.649447,158.865784
0.076345,0.215768,26.498679,159.075251
0.076345,0.215929,26.498679,159.075251
0.076345,0.22286,26.498679,159.075251
0.076345,0.235129,26.403519,159.075251
0.076345,0.284526,26.269015,155.964774
0.076345,0.295414,25.905196,151.62768
0.076345,0.303534,25.905196,151.62768
0.076345,0.309028,25.905196,151.10542
0.076345,0.310252,25.905196,151.10542
0.076345,0.318499,25.70546,150.387299
0.076345,0.333416,25.70546,148.766266
0.076345,0.384478,25.22952,144.667518
0.076345,0.398006,25.078866,141.694073
0.076345,0.43288,24.855994,139.295428
0.076345,0.459784,24.790147,136.259276
0.076345,0.466718,24.746986,135.698242
0.076345,0.480089,24.398969,132.560681
0.076345,0.487676,24.392384,131.49058
0.076345,0.489126,24.392384,131.49058
